name,city,cuisine,rating,review_text,review_date,lat,lon,zone,num_reviews,price_range,delivery_time,menu_item_popularity
Pizza Hub,Jaipur,Indian,4.8,Amazing food and great service!,2024-10-29,26.926352397692455,75.78870119560699,Zone A,3876,₹1200+,26,25
Burger Town,Hyderabad,Fast Food,4.2,Fantastic taste and super friendly staff.,2023-01-07,17.394081286290877,78.46903660510849,Zone B,4454,₹700-₹1200,35,87
Pizza Hub,Pune,Japanese,4.9,Delicious and fresh meals every time.,2023-04-16,18.507358226037333,73.85547483380209,Zone B,427,₹400-₹700,40,20
Grill House,Delhi,Japanese,5.0,"Highly recommended, worth the price.",2024-06-27,28.602571545457106,77.22446354588912,Zone B,392,₹200-₹400,41,79
Taco Fiesta,Delhi,Italian,3.2,"Decent experience, could be better.",2024-01-05,28.61123622819306,77.22815661899317,Zone C,2282,₹400-₹700,23,14
Taco Fiesta,Bangalore,Cafe,3.7,"Average place, food was fine.",2024-11-27,12.978572326527795,77.58106834177889,Zone C,4682,₹700-₹1200,24,50
Taco Fiesta,Kolkata,Fast Food,2.2,Not worth the money at all.,2024-06-03,22.590481023150257,88.36466799266243,Zone C,2198,₹200-₹400,68,87
Spice Villa,Pune,Mediterranean,3.5,"Average place, food was fine.",2023-10-25,18.535567719411237,73.84711699981922,Zone C,4408,₹400-₹700,36,46
Burger Town,Bangalore,Indian,4.9,Delicious and fresh meals every time.,2024-09-19,12.976741677643648,77.6055515985207,Zone B,1602,₹400-₹700,52,55
Burger Town,Hyderabad,Mediterranean,5.0,"Highly recommended, worth the price.",2023-07-25,17.384376154641824,78.48461546028012,Zone A,1829,₹200-₹400,45,82
Sushi Bay,Hyderabad,Cafe,4.3,Amazing food and great service!,2024-12-05,17.399733320468254,78.48113872394603,Zone C,19,₹400-₹700,35,32
Cafe Bliss,Kolkata,Cafe,4.9,"Loved it, definitely coming back!",2024-07-26,22.559824662073137,88.36513135025264,Zone B,3354,₹1200+,54,8
Pizza Hub,Mumbai,Mexican,3.6,Just an ordinary meal.,2024-08-06,19.084437930805684,72.87214459171692,Zone C,3408,₹200-₹400,62,7
Curry Corner,Bangalore,Fast Food,5.0,Delicious and fresh meals every time.,2024-11-01,12.95726387511523,77.59171660923403,Zone B,3884,₹200-₹400,40,92
Pasta Point,Bangalore,Mediterranean,3.7,"It was okay, nothing special.",2023-03-29,12.959437226671762,77.60730004918781,Zone C,323,₹1200+,54,72
Burger Town,Jaipur,Italian,4.9,Amazing food and great service!,2024-04-21,26.92536710188302,75.79565600285386,Zone A,3639,₹700-₹1200,45,90
Pasta Point,Pune,Mexican,2.2,Would not recommend to anyone.,2024-11-04,18.509692693662476,73.86118180626012,Zone C,2131,₹1200+,64,58
Royal Biryani,Delhi,Cafe,3.2,Just an ordinary meal.,2024-11-10,28.630271006759987,77.21078571406476,Zone C,3942,₹400-₹700,71,9
Taco Fiesta,Chennai,Mexican,5.0,Delicious and fresh meals every time.,2024-05-24,13.100087829591345,80.27369051965151,Zone B,1818,₹400-₹700,71,79
Royal Biryani,Kolkata,Italian,3.5,"Decent experience, could be better.",2024-01-06,22.574108677850152,88.38243852391759,Zone B,2694,₹400-₹700,35,81
Sushi Bay,Chennai,Fast Food,5.0,Fantastic taste and super friendly staff.,2024-04-19,13.081974828340115,80.2590557893385,Zone A,2620,₹700-₹1200,70,32
Sushi Bay,Pune,Chinese,4.3,Amazing food and great service!,2023-08-29,18.519341037020535,73.84198290763375,Zone B,1739,₹200-₹400,42,92
Pasta Point,Delhi,Indian,4.6,"Highly recommended, worth the price.",2023-05-28,28.631714123590534,77.22524090741071,Zone B,2388,₹700-₹1200,57,72
Spice Villa,Kolkata,Italian,5.0,"Loved it, definitely coming back!",2024-02-25,22.592413295275534,88.3770788813017,Zone A,2842,₹400-₹700,60,99
Royal Biryani,Hyderabad,Mexican,3.8,"Decent experience, could be better.",2023-05-09,17.371017301561242,78.48438351395295,Zone B,995,₹200-₹400,56,67
Royal Biryani,Hyderabad,Fast Food,3.9,Just an ordinary meal.,2023-10-01,17.391445533034624,78.4935158476234,Zone C,3936,₹400-₹700,22,48
Sushi Bay,Bangalore,Italian,5.0,Amazing food and great service!,2023-07-25,12.958647403255817,77.61445332689988,Zone A,3966,₹200-₹400,60,67
Royal Biryani,Bangalore,Japanese,4.2,Fantastic taste and super friendly staff.,2023-09-17,12.983259773176236,77.59736256659392,Zone B,759,₹1200+,51,75
Royal Biryani,Pune,Fast Food,3.7,"Average place, food was fine.",2023-04-30,18.510127405360596,73.87137214288029,Zone B,2301,₹400-₹700,64,40
Spice Villa,Chennai,Fast Food,5.0,"Loved it, definitely coming back!",2024-07-19,13.066481379844054,80.27427762119987,Zone A,16,₹1200+,67,54
Curry Corner,Kolkata,Fast Food,4.4,Delicious and fresh meals every time.,2024-04-05,22.554647501123018,88.34399770851864,Zone B,2640,₹1200+,21,36
Royal Biryani,Hyderabad,Cafe,5.0,Amazing food and great service!,2023-12-02,17.37367306249756,78.47858018456296,Zone A,1037,₹400-₹700,20,45
Taco Fiesta,Hyderabad,Italian,5.0,"Highly recommended, worth the price.",2024-05-30,17.39867775982574,78.49278577529749,Zone A,2183,₹1200+,54,24
Burger Town,Kolkata,Chinese,3.6,"It was okay, nothing special.",2023-08-24,22.58566805451868,88.35586212347691,Zone C,802,₹1200+,59,76
Grill House,Mumbai,Indian,5.0,"Loved it, definitely coming back!",2023-03-23,19.062287076968975,72.88973448799318,Zone A,4582,₹1200+,53,46
Grill House,Jaipur,Mediterranean,4.7,Amazing food and great service!,2024-06-20,26.91749259096795,75.77015719726239,Zone B,664,₹200-₹400,66,41
Cafe Bliss,Kolkata,Indian,3.3,"It was okay, nothing special.",2023-07-07,22.589541606629297,88.36427320709961,Zone C,3915,₹200-₹400,62,20
Pizza Hub,Mumbai,Indian,3.6,Just an ordinary meal.,2023-05-07,19.060576092962197,72.89176444904258,Zone C,4951,₹1200+,59,61
Pizza Hub,Hyderabad,Japanese,4.5,Delicious and fresh meals every time.,2023-01-08,17.37801358979586,78.4752822874121,Zone B,2843,₹700-₹1200,64,72
Grill House,Bangalore,Mediterranean,3.5,"Neutral taste, ambience was normal.",2023-06-15,12.971960133909652,77.58662373844133,Zone B,1475,₹400-₹700,45,20
Sushi Bay,Chennai,Italian,4.5,Fantastic taste and super friendly staff.,2023-06-11,13.071032465070234,80.28220316477974,Zone B,1239,₹1200+,41,38
Curry Corner,Mumbai,Cafe,1.9,"Very poor service, not happy.",2024-07-10,19.081041123307937,72.8895622663186,Zone C,1860,₹400-₹700,34,76
Grill House,Bangalore,Fast Food,3.4,"It was okay, nothing special.",2024-11-21,12.989432397269958,77.59727704701629,Zone C,4197,₹700-₹1200,71,23
Curry Corner,Kolkata,Chinese,1.8,Food was cold and tasteless.,2023-05-27,22.57349556206534,88.37039031443886,Zone C,1093,₹1200+,33,11
Burger Town,Hyderabad,Fast Food,3.4,"It was okay, nothing special.",2024-05-25,17.391075408694224,78.48588727178401,Zone B,2454,₹1200+,40,13
Cafe Bliss,Delhi,Chinese,4.6,"Highly recommended, worth the price.",2023-08-15,28.606677789069114,77.20976145525466,Zone C,1372,₹700-₹1200,24,76
Sushi Bay,Hyderabad,Indian,5.0,"Highly recommended, worth the price.",2023-09-22,17.365567969392764,78.47550032690826,Zone A,4144,₹700-₹1200,59,89
Pizza Hub,Hyderabad,Fast Food,3.4,"Neutral taste, ambience was normal.",2023-03-25,17.38449517064053,78.5007488500667,Zone C,4375,₹400-₹700,41,45
Curry Corner,Hyderabad,Mediterranean,3.6,"It was okay, nothing special.",2023-05-25,17.385456069980833,78.47440166946141,Zone C,1017,₹1200+,63,57
Pasta Point,Chennai,Mediterranean,4.6,"Loved it, definitely coming back!",2024-04-13,13.095259846236312,80.27291045988564,Zone B,4168,₹700-₹1200,31,27
Pasta Point,Pune,Indian,5.0,"Highly recommended, worth the price.",2023-11-05,18.50837769781887,73.84782492004365,Zone A,1342,₹700-₹1200,39,46
Spice Villa,Delhi,Mexican,4.4,Fantastic taste and super friendly staff.,2024-05-17,28.621798228363218,77.22671030447849,Zone B,2573,₹700-₹1200,33,38
Pasta Point,Mumbai,Italian,5.0,Amazing food and great service!,2024-10-27,19.074854112660166,72.8822888787432,Zone A,2619,₹200-₹400,41,14
Spice Villa,Mumbai,Chinese,4.2,Delicious and fresh meals every time.,2024-09-08,19.062252374286096,72.86206929202669,Zone B,2560,₹200-₹400,58,64
Taco Fiesta,Kolkata,Cafe,5.0,"Loved it, definitely coming back!",2024-09-20,22.577100590662504,88.37945566200534,Zone A,4419,₹400-₹700,64,46
Spice Villa,Delhi,Indian,3.0,"It was okay, nothing special.",2024-01-04,28.607518841834672,77.19424937638799,Zone C,2854,₹1200+,41,22
Sushi Bay,Bangalore,Mediterranean,5.0,Amazing food and great service!,2024-05-02,12.984922769316464,77.59123608931442,Zone A,2377,₹700-₹1200,37,98
Burger Town,Kolkata,Mexican,4.4,Amazing food and great service!,2024-01-01,22.552602182114345,88.38130311407124,Zone A,3191,₹1200+,51,84
Taco Fiesta,Mumbai,Indian,3.4,Just an ordinary meal.,2024-01-17,19.095602432644895,72.88575407047264,Zone B,3934,₹700-₹1200,63,97
Taco Fiesta,Kolkata,Mexican,3.7,"Average place, food was fine.",2024-01-04,22.55697246350564,88.37279196653354,Zone B,2959,₹200-₹400,53,95
Cafe Bliss,Jaipur,Mediterranean,4.2,Delicious and fresh meals every time.,2024-03-26,26.920077608424663,75.79308570629793,Zone C,3169,₹200-₹400,58,39
Cafe Bliss,Mumbai,Chinese,4.9,Amazing food and great service!,2024-07-07,19.09095447154528,72.86996576187494,Zone B,3569,₹700-₹1200,31,96
Curry Corner,Delhi,Indian,2.7,"It was okay, nothing special.",2023-10-25,28.6205264028408,77.2015488600082,Zone C,4818,₹200-₹400,26,8
Royal Biryani,Bangalore,Cafe,5.0,Amazing food and great service!,2023-08-23,12.963047988111995,77.60627907734305,Zone A,1525,₹400-₹700,57,22
Grill House,Chennai,Chinese,5.0,Amazing food and great service!,2024-07-26,13.080727398925294,80.25866261536468,Zone A,362,₹700-₹1200,48,62
Royal Biryani,Delhi,Cafe,3.9,"It was okay, nothing special.",2024-04-13,28.606914332230936,77.21669423718981,Zone A,20,₹1200+,23,17
Pasta Point,Jaipur,Cafe,4.7,Fantastic taste and super friendly staff.,2023-05-29,26.894751446707208,75.79944540941902,Zone C,410,₹400-₹700,45,7
Cafe Bliss,Chennai,Mediterranean,2.8,"Neutral taste, ambience was normal.",2024-01-03,13.098940633169471,80.26076669810483,Zone C,761,₹200-₹400,57,95
Cafe Bliss,Jaipur,Cafe,4.8,Delicious and fresh meals every time.,2023-11-18,26.91745162271436,75.7698376715682,Zone B,996,₹200-₹400,57,72
Curry Corner,Delhi,Chinese,3.6,"Average place, food was fine.",2024-03-31,28.626227203159786,77.20375947737931,Zone C,2253,₹400-₹700,75,45
Burger Town,Kolkata,Italian,5.0,Fantastic taste and super friendly staff.,2023-02-16,22.562061137815927,88.34518706015821,Zone A,3447,₹700-₹1200,51,37
Pasta Point,Hyderabad,Japanese,5.0,Fantastic taste and super friendly staff.,2024-01-24,17.378666622154345,78.47253020814891,Zone A,362,₹200-₹400,24,6
Burger Town,Kolkata,Italian,4.8,"Highly recommended, worth the price.",2024-10-30,22.586054037867786,88.35258966338141,Zone B,3273,₹400-₹700,67,78
Burger Town,Hyderabad,Mediterranean,5.0,"Loved it, definitely coming back!",2023-06-17,17.36749085823594,78.50661587740764,Zone B,1298,₹200-₹400,46,73
Taco Fiesta,Jaipur,Italian,2.3,Would not recommend to anyone.,2024-09-02,26.927185940692986,75.79690566397724,Zone C,210,₹200-₹400,29,94
Royal Biryani,Chennai,Mediterranean,4.2,"Highly recommended, worth the price.",2024-07-27,13.072696775395114,80.28804747896271,Zone A,4365,₹400-₹700,65,3
Royal Biryani,Bangalore,Cafe,3.8,"Average place, food was fine.",2023-08-20,12.964125827037632,77.61029080310564,Zone C,2147,₹400-₹700,21,7
Taco Fiesta,Kolkata,Mediterranean,5.0,"Loved it, definitely coming back!",2024-02-22,22.558756689272368,88.34988758851125,Zone A,3167,₹700-₹1200,24,93
Spice Villa,Bangalore,Chinese,4.1,Amazing food and great service!,2023-03-24,12.969234781555604,77.61435013177991,Zone C,4999,₹200-₹400,43,10
Burger Town,Jaipur,Indian,5.0,Amazing food and great service!,2023-04-19,26.907432196050166,75.80612649888177,Zone A,4471,₹700-₹1200,30,20
Royal Biryani,Chennai,Chinese,5.0,Amazing food and great service!,2024-02-07,13.093429872673576,80.26989603051923,Zone A,4579,₹1200+,66,91
Grill House,Chennai,Cafe,3.2,"Decent experience, could be better.",2024-04-10,13.100184051010059,80.27982069121104,Zone C,345,₹1200+,21,95
Curry Corner,Hyderabad,Japanese,5.0,"Highly recommended, worth the price.",2024-08-29,17.397314383171523,78.50354372421934,Zone B,1330,₹200-₹400,74,29
Burger Town,Bangalore,Japanese,4.0,Fantastic taste and super friendly staff.,2023-07-04,12.960608340406242,77.60566754137368,Zone B,3681,₹700-₹1200,39,37
Sushi Bay,Chennai,Italian,3.1,"Decent experience, could be better.",2023-09-12,13.078765717046108,80.2583648378803,Zone B,4154,₹700-₹1200,41,45
Taco Fiesta,Chennai,Chinese,4.5,Delicious and fresh meals every time.,2024-01-02,13.064907417828694,80.26123189416421,Zone B,3363,₹1200+,42,22
Pizza Hub,Kolkata,Italian,4.0,"Loved it, definitely coming back!",2024-08-18,22.55650317862352,88.38297773424388,Zone B,4279,₹1200+,56,44
Sushi Bay,Delhi,Mediterranean,5.0,"Highly recommended, worth the price.",2023-07-10,28.605684474467182,77.22565625961631,Zone A,2057,₹1200+,29,70
Pizza Hub,Chennai,Mexican,4.7,Fantastic taste and super friendly staff.,2024-01-08,13.07443382806701,80.27470309425006,Zone B,3568,₹1200+,22,63
Pizza Hub,Kolkata,Indian,3.9,"Neutral taste, ambience was normal.",2024-12-20,22.592000258696736,88.35572498005797,Zone B,1246,₹700-₹1200,24,24
Taco Fiesta,Hyderabad,Mexican,3.4,"It was okay, nothing special.",2023-09-19,17.366746858170018,78.48291237206983,Zone C,1568,₹700-₹1200,67,92
Taco Fiesta,Hyderabad,Japanese,4.5,"Loved it, definitely coming back!",2023-10-09,17.404096346212807,78.49319498996502,Zone A,3183,₹200-₹400,44,59
Spice Villa,Delhi,Mediterranean,5.0,Fantastic taste and super friendly staff.,2024-07-25,28.624120499822435,77.21516680174254,Zone B,2514,₹700-₹1200,33,55
Royal Biryani,Delhi,Mediterranean,3.8,Just an ordinary meal.,2024-05-12,28.618656879051223,77.2188144188727,Zone C,4161,₹1200+,37,75
Spice Villa,Mumbai,Cafe,3.2,"It was okay, nothing special.",2023-07-17,19.074060625771168,72.89304967985719,Zone C,1320,₹200-₹400,20,68
Sushi Bay,Jaipur,Fast Food,4.8,"Highly recommended, worth the price.",2023-03-21,26.92312379441573,75.7717078083947,Zone A,1472,₹700-₹1200,34,98
Pasta Point,Bangalore,Chinese,3.1,"Neutral taste, ambience was normal.",2024-05-07,12.979435983198677,77.60044051015363,Zone C,2833,₹200-₹400,32,29
Curry Corner,Mumbai,Italian,5.0,"Highly recommended, worth the price.",2023-06-12,19.071524715624726,72.89288561241781,Zone B,4540,₹700-₹1200,61,60
Cafe Bliss,Delhi,Fast Food,5.0,Amazing food and great service!,2023-11-28,28.59673465415816,77.22450338032581,Zone A,3093,₹1200+,22,91
Royal Biryani,Chennai,Japanese,4.5,Amazing food and great service!,2023-04-22,13.101866198859211,80.25487458010255,Zone A,4484,₹700-₹1200,57,16
Royal Biryani,Hyderabad,Mexican,3.5,"Average place, food was fine.",2023-04-08,17.369416988605433,78.46865946106674,Zone C,802,₹200-₹400,72,64
Taco Fiesta,Pune,Japanese,4.4,Delicious and fresh meals every time.,2023-11-04,18.53607965097507,73.8431264188856,Zone A,4061,₹700-₹1200,61,87
Pizza Hub,Chennai,Chinese,4.1,Amazing food and great service!,2023-07-23,13.073135435593576,80.27742342558199,Zone A,821,₹700-₹1200,35,98
Burger Town,Jaipur,Mexican,3.9,"Decent experience, could be better.",2024-12-17,26.90093203705999,75.78683627166174,Zone B,529,₹400-₹700,57,21
Grill House,Mumbai,Japanese,3.2,"It was okay, nothing special.",2023-07-30,19.079497676627685,72.88468556197341,Zone C,850,₹400-₹700,35,27
Sushi Bay,Hyderabad,Fast Food,3.9,"It was okay, nothing special.",2024-09-01,17.37662492189447,78.46750514904811,Zone B,4121,₹700-₹1200,65,94
Taco Fiesta,Delhi,Italian,4.1,Delicious and fresh meals every time.,2023-03-07,28.63314286134093,77.20506959510946,Zone B,4380,₹400-₹700,64,49
Spice Villa,Chennai,Indian,5.0,Delicious and fresh meals every time.,2024-07-02,13.089965014206243,80.2818546822399,Zone A,3242,₹400-₹700,49,100
Grill House,Chennai,Fast Food,5.0,"Highly recommended, worth the price.",2023-04-28,13.08691156833452,80.28116511997827,Zone A,3660,₹1200+,39,24
Burger Town,Jaipur,Italian,3.1,Just an ordinary meal.,2023-02-06,26.92052228755683,75.79884704632684,Zone C,2798,₹1200+,59,10
Curry Corner,Chennai,Italian,1.6,Not worth the money at all.,2023-07-18,13.101373654982368,80.26008944839285,Zone C,4166,₹1200+,75,86
Royal Biryani,Jaipur,Chinese,5.0,Amazing food and great service!,2023-04-25,26.89981662606235,75.79841080820512,Zone A,1257,₹200-₹400,38,7
Pasta Point,Chennai,Mediterranean,5.0,Fantastic taste and super friendly staff.,2023-02-25,13.06614925803946,80.28618480886674,Zone A,684,₹400-₹700,38,61
Burger Town,Pune,Italian,5.0,Delicious and fresh meals every time.,2023-07-21,18.518228381973582,73.84966286652211,Zone A,4009,₹700-₹1200,31,87
Sushi Bay,Kolkata,Japanese,4.1,Amazing food and great service!,2024-10-27,22.5527749343457,88.37625959785935,Zone C,377,₹1200+,75,59
Sushi Bay,Chennai,Cafe,2.5,"Average place, food was fine.",2023-05-07,13.084176716054575,80.26554283082773,Zone C,530,₹200-₹400,56,78
Sushi Bay,Mumbai,Mexican,4.8,Delicious and fresh meals every time.,2023-03-17,19.083698832915072,72.88269247311433,Zone A,2827,₹1200+,45,58
Spice Villa,Chennai,Mexican,5.0,Fantastic taste and super friendly staff.,2023-08-30,13.072915660779856,80.26109674913087,Zone A,1079,₹700-₹1200,38,77
Grill House,Delhi,Chinese,5.0,"Loved it, definitely coming back!",2024-03-20,28.629260804361085,77.20425197459863,Zone B,803,₹700-₹1200,26,58
Spice Villa,Kolkata,Chinese,4.4,Delicious and fresh meals every time.,2023-03-16,22.588651802967483,88.36936172432206,Zone A,1419,₹1200+,44,28
Pizza Hub,Bangalore,Mediterranean,4.3,Amazing food and great service!,2023-02-14,12.96776750277057,77.59042747211664,Zone C,4924,₹700-₹1200,21,44
Sushi Bay,Bangalore,Fast Food,5.0,Delicious and fresh meals every time.,2024-01-05,12.977198843995007,77.61245087777776,Zone A,727,₹1200+,34,48
Pasta Point,Chennai,Fast Food,4.5,Fantastic taste and super friendly staff.,2023-05-24,13.068094182396246,80.28599034965806,Zone A,1230,₹1200+,42,5
Taco Fiesta,Delhi,Fast Food,3.5,"Decent experience, could be better.",2023-05-19,28.626458808701884,77.19955766600269,Zone C,4839,₹1200+,21,97
Burger Town,Pune,Mediterranean,5.0,"Loved it, definitely coming back!",2024-06-27,18.509720572694498,73.85262042697552,Zone B,1696,₹400-₹700,71,1
Cafe Bliss,Bangalore,Indian,2.3,Food was cold and tasteless.,2023-09-25,12.986851822181698,77.58161000428072,Zone C,471,₹400-₹700,24,44
Cafe Bliss,Kolkata,Chinese,3.9,"Neutral taste, ambience was normal.",2023-11-06,22.565230692863704,88.36013473241121,Zone C,3555,₹1200+,75,11
Pasta Point,Jaipur,Mexican,4.7,Delicious and fresh meals every time.,2024-03-20,26.892432046748514,75.79300854949652,Zone A,2896,₹1200+,64,15
Burger Town,Chennai,Italian,5.0,"Highly recommended, worth the price.",2024-05-01,13.080688168953298,80.28534313701813,Zone B,3005,₹400-₹700,66,77
Cafe Bliss,Jaipur,Cafe,3.6,"Neutral taste, ambience was normal.",2024-07-01,26.896680216524317,75.7684640766418,Zone C,4030,₹1200+,64,65
Pasta Point,Pune,Japanese,3.7,"Decent experience, could be better.",2023-02-03,18.536086961114307,73.8741241893923,Zone B,860,₹700-₹1200,71,18
